TERYT;Wojewodztwo;Powiat;Gmina;Rodzaj gminy;Nazwa;Nazwa typu jednostki;Stan na 
2803062;28;03;06;2;Rybno;gmina wiejska;2010-01-01
2804000;28;04;00;0;elbląski;powiat;2010-01-01
2804012;28;04;01;2;Elbląg;gmina wiejska;2010-01-01
2804022;28;04;02;2;Godkowo;gmina wiejska;2010-01-01
2804032;28;04;03;2;Gronowo Elbląskie;gmina wiejska;2010-01-01
2804042;28;04;04;2;Markusy;gmina wiejska;2010-01-01
2804052;28;04;05;2;Milejewo;gmina wiejska;2010-01-01
2804063;28;04;06;3;Młynary;gmina miejsko-wiejska;2010-01-01
2804064;28;04;06;4;Młynary;miasto;2010-01-01
2804065;28;04;06;5;Młynary;obszar wiejski;2010-01-01
2804073;28;04;07;3;Pasłęk;gmina miejsko-wiejska;2010-01-01
2804074;28;04;07;4;Pasłęk;miasto;2010-01-01
2804075;28;04;07;5;Pasłęk;obszar wiejski;2010-01-01
2804082;28;04;08;2;Rychliki;gmina wiejska;2010-01-01
2804093;28;04;09;3;Tolkmicko;gmina miejsko-wiejska;2010-01-01
2804094;28;04;09;4;Tolkmicko;miasto;2010-01-01
2804095;28;04;09;5;Tolkmicko;obszar wiejski;2010-01-01
2805000;28;05;00;0;ełcki;powiat;2010-01-01
2805011;28;05;01;1;Ełk;gmina miejska;2010-01-01
2805022;28;05;02;2;Ełk;gmina wiejska;2010-01-01
2805032;28;05;03;2;Kalinowo;gmina wiejska;2010-01-01
2805042;28;05;04;2;Prostki;gmina wiejska;2010-01-01
2805052;28;05;05;2;Stare Juchy;gmina wiejska;2010-01-01
2806000;28;06;00;0;giżycki;powiat;2010-01-01
2806011;28;06;01;1;Giżycko;gmina miejska;2010-01-01
2806042;28;06;04;2;Giżycko;gmina wiejska;2010-01-01
2806052;28;06;05;2;Kruklanki;gmina wiejska;2010-01-01
2806062;28;06;06;2;Miłki;gmina wiejska;2010-01-01
2806083;28;06;08;3;Ryn;gmina miejsko-wiejska;2010-01-01
2806084;28;06;08;4;Ryn;miasto;2010-01-01
2806085;28;06;08;5;Ryn;obszar wiejski;2010-01-01
2806102;28;06;10;2;Wydminy;gmina wiejska;2010-01-01
2807000;28;07;00;0;iławski;powiat;2010-01-01
2807011;28;07;01;1;Iława;gmina miejska;2010-01-01
2807021;28;07;02;1;Lubawa;gmina miejska;2010-01-01
2807032;28;07;03;2;Iława;gmina wiejska;2010-01-01
2807043;28;07;04;3;Kisielice;gmina miejsko-wiejska;2010-01-01
2807044;28;07;04;4;Kisielice;miasto;2010-01-01
2807045;28;07;04;5;Kisielice;obszar wiejski;2010-01-01
2807052;28;07;05;2;Lubawa;gmina wiejska;2010-01-01
2807063;28;07;06;3;Susz;gmina miejsko-wiejska;2010-01-01
2807064;28;07;06;4;Susz;miasto;2010-01-01
2807065;28;07;06;5;Susz;obszar wiejski;2010-01-01
2807073;28;07;07;3;Zalewo;gmina miejsko-wiejska;2010-01-01
2807074;28;07;07;4;Zalewo;miasto;2010-01-01
2807075;28;07;07;5;Zalewo;obszar wiejski;2010-01-01
2808000;28;08;00;0;kętrzyński;powiat;2010-01-01
2808011;28;08;01;1;Kętrzyn;gmina miejska;2010-01-01
2808022;28;08;02;2;Barciany;gmina wiejska;2010-01-01
2808032;28;08;03;2;Kętrzyn;gmina wiejska;2010-01-01
2808043;28;08;04;3;Korsze;gmina miejsko-wiejska;2010-01-01
2808044;28;08;04;4;Korsze;miasto;2010-01-01
2808045;28;08;04;5;Korsze;obszar wiejski;2010-01-01
2808053;28;08;05;3;Reszel;gmina miejsko-wiejska;2010-01-01
2808054;28;08;05;4;Reszel;miasto;2010-01-01
2808055;28;08;05;5;Reszel;obszar wiejski;2010-01-01
2808062;28;08;06;2;Srokowo;gmina wiejska;2010-01-01
2809000;28;09;00;0;lidzbarski;powiat;2010-01-01
2809011;28;09;01;1;Lidzbark Warmiński;gmina miejska;2010-01-01
2809022;28;09;02;2;Kiwity;gmina wiejska;2010-01-01
2809032;28;09;03;2;Lidzbark Warmiński;gmina wiejska;2010-01-01
2809042;28;09;04;2;Lubomino;gmina wiejska;2010-01-01
2809053;28;09;05;3;Orneta;gmina miejsko-wiejska;2010-01-01
2809054;28;09;05;4;Orneta;miasto;2010-01-01
2809055;28;09;05;5;Orneta;obszar wiejski;2010-01-01
2810000;28;10;00;0;mrągowski;powiat;2010-01-01
2810011;28;10;01;1;Mrągowo;gmina miejska;2010-01-01
2810023;28;10;02;3;Mikołajki;gmina miejsko-wiejska;2010-01-01
2810024;28;10;02;4;Mikołajki;miasto;2010-01-01
2810025;28;10;02;5;Mikołajki;obszar wiejski;2010-01-01
2810032;28;10;03;2;Mrągowo;gmina wiejska;2010-01-01
2810042;28;10;04;2;Piecki;gmina wiejska;2010-01-01
2810052;28;10;05;2;Sorkwity;gmina wiejska;2010-01-01
2811000;28;11;00;0;nidzicki;powiat;2010-01-01
2811012;28;11;01;2;Janowiec Kościelny;gmina wiejska;2010-01-01
2811022;28;11;02;2;Janowo;gmina wiejska;2010-01-01
2811032;28;11;03;2;Kozłowo;gmina wiejska;2010-01-01
2811043;28;11;04;3;Nidzica;gmina miejsko-wiejska;2010-01-01
2811044;28;11;04;4;Nidzica;miasto;2010-01-01
2811045;28;11;04;5;Nidzica;obszar wiejski;2010-01-01
2812000;28;12;00;0;nowomiejski;powiat;2010-01-01
2812011;28;12;01;1;Nowe Miasto Lubawskie;gmina miejska;2010-01-01
2812022;28;12;02;2;Biskupiec;gmina wiejska;2010-01-01
2812032;28;12;03;2;Grodziczno;gmina wiejska;2010-01-01
2812042;28;12;04;2;Kurzętnik;gmina wiejska;2010-01-01
2812052;28;12;05;2;Nowe Miasto Lubawskie;gmina wiejska;2010-01-01
2813000;28;13;00;0;olecki;powiat;2010-01-01
2813032;28;13;03;2;Kowale Oleckie;gmina wiejska;2010-01-01
2813043;28;13;04;3;Olecko;gmina miejsko-wiejska;2010-01-01
2813044;28;13;04;4;Olecko;miasto;2010-01-01
2813045;28;13;04;5;Olecko;obszar wiejski;2010-01-01
2813052;28;13;05;2;Świętajno;gmina wiejska;2010-01-01
2813062;28;13;06;2;Wieliczki;gmina wiejska;2010-01-01
2814000;28;14;00;0;olsztyński;powiat;2010-01-01
2814013;28;14;01;3;Barczewo;gmina miejsko-wiejska;2010-01-01
2814014;28;14;01;4;Barczewo;miasto;2010-01-01
2814015;28;14;01;5;Barczewo;obszar wiejski;2010-01-01
2814023;28;14;02;3;Biskupiec;gmina miejsko-wiejska;2010-01-01
2814024;28;14;02;4;Biskupiec;miasto;2010-01-01
2814025;28;14;02;5;Biskupiec;obszar wiejski;2010-01-01
2814033;28;14;03;3;Dobre Miasto;gmina miejsko-wiejska;2010-01-01
2814034;28;14;03;4;Dobre Miasto;miasto;2010-01-01
2814035;28;14;03;5;Dobre Miasto;obszar wiejski;2010-01-01
2814042;28;14;04;2;Dywity;gmina wiejska;2010-01-01
2814052;28;14;05;2;Gietrzwałd;gmina wiejska;2010-01-01
2814063;28;14;06;3;Jeziorany;gmina miejsko-wiejska;2010-01-01
2814064;28;14;06;4;Jeziorany;miasto;2010-01-01
2814065;28;14;06;5;Jeziorany;obszar wiejski;2010-01-01
2814072;28;14;07;2;Jonkowo;gmina wiejska;2010-01-01
2814082;28;14;08;2;Kolno;gmina wiejska;2010-01-01
2814093;28;14;09;3;Olsztynek;gmina miejsko-wiejska;2010-01-01
2814094;28;14;09;4;Olsztynek;miasto;2010-01-01
2814095;28;14;09;5;Olsztynek;obszar wiejski;2010-01-01
2814102;28;14;10;2;Purda;gmina wiejska;2010-01-01
2814112;28;14;11;2;Stawiguda;gmina wiejska;2010-01-01
2814122;28;14;12;2;Świątki;gmina wiejska;2010-01-01
2815000;28;15;00;0;ostródzki;powiat;2010-01-01
2815011;28;15;01;1;Ostróda;gmina miejska;2010-01-01
2815022;28;15;02;2;Dąbrówno;gmina wiejska;2010-01-01
2815032;28;15;03;2;Grunwald;gmina wiejska;2010-01-01
2815042;28;15;04;2;Łukta;gmina wiejska;2010-01-01
2815052;28;15;05;2;Małdyty;gmina wiejska;2010-01-01
2815063;28;15;06;3;Miłakowo;gmina miejsko-wiejska;2010-01-01
2815064;28;15;06;4;Miłakowo;miasto;2010-01-01
2815065;28;15;06;5;Miłakowo;obszar wiejski;2010-01-01
2815073;28;15;07;3;Miłomłyn;gmina miejsko-wiejska;2010-01-01
2815074;28;15;07;4;Miłomłyn;miasto;2010-01-01
2815075;28;15;07;5;Miłomłyn;obszar wiejski;2010-01-01
2815083;28;15;08;3;Morąg;gmina miejsko-wiejska;2010-01-01
2815084;28;15;08;4;Morąg;miasto;2010-01-01
2815085;28;15;08;5;Morąg;obszar wiejski;2010-01-01
2815092;28;15;09;2;Ostróda;gmina wiejska;2010-01-01
2816000;28;16;00;0;piski;powiat;2010-01-01
2816013;28;16;01;3;Biała Piska;gmina miejsko-wiejska;2010-01-01
2816014;28;16;01;4;Biała Piska;miasto;2010-01-01
2816015;28;16;01;5;Biała Piska;obszar wiejski;2010-01-01
2816023;28;16;02;3;Orzysz;gmina miejsko-wiejska;2010-01-01
2816024;28;16;02;4;Orzysz;miasto;2010-01-01
2816025;28;16;02;5;Orzysz;obszar wiejski;2010-01-01
2816033;28;16;03;3;Pisz;gmina miejsko-wiejska;2010-01-01
2816034;28;16;03;4;Pisz;miasto;2010-01-01
2816035;28;16;03;5;Pisz;obszar wiejski;2010-01-01
2816043;28;16;04;3;Ruciane-Nida;gmina miejsko-wiejska;2010-01-01
2816044;28;16;04;4;Ruciane-Nida;miasto;2010-01-01
2816045;28;16;04;5;Ruciane-Nida;obszar wiejski;2010-01-01
2817000;28;17;00;0;szczycieński;powiat;2010-01-01
2817011;28;17;01;1;Szczytno;gmina miejska;2010-01-01
2817022;28;17;02;2;Dźwierzuty;gmina wiejska;2010-01-01
2817032;28;17;03;2;Jedwabno;gmina wiejska;2010-01-01
2817043;28;17;04;3;Pasym;gmina miejsko-wiejska;2010-01-01
2817044;28;17;04;4;Pasym;miasto;2010-01-01
2817045;28;17;04;5;Pasym;obszar wiejski;2010-01-01
2817052;28;17;05;2;Rozogi;gmina wiejska;2010-01-01
2817062;28;17;06;2;Szczytno;gmina wiejska;2010-01-01
2817072;28;17;07;2;Świętajno;gmina wiejska;2010-01-01
2817082;28;17;08;2;Wielbark;gmina wiejska;2010-01-01
2818000;28;18;00;0;gołdapski;powiat;2010-01-01
2818012;28;18;01;2;Banie Mazurskie;gmina wiejska;2010-01-01
2818022;28;18;02;2;Dubeninki;gmina wiejska;2010-01-01
2818033;28;18;03;3;Gołdap;gmina miejsko-wiejska;2010-01-01
2818034;28;18;03;4;Gołdap;miasto;2010-01-01
2818035;28;18;03;5;Gołdap;obszar wiejski;2010-01-01
2819000;28;19;00;0;węgorzewski;powiat;2010-01-01
2819012;28;19;01;2;Budry;gmina wiejska;2010-01-01
2819022;28;19;02;2;Pozezdrze;gmina wiejska;2010-01-01
2819033;28;19;03;3;Węgorzewo;gmina miejsko-wiejska;2010-01-01
2819034;28;19;03;4;Węgorzewo;miasto;2010-01-01
2819035;28;19;03;5;Węgorzewo;obszar wiejski;2010-01-01
2861000;28;61;00;0;Elbląg;miasto na prawach powiatu;2010-01-01
2861011;28;61;01;1;Elbląg;gmina miejska;2010-01-01
2862000;28;62;00;0;Olsztyn;miasto na prawach powiatu;2010-01-01
2862011;28;62;01;1;Olsztyn;gmina miejska;2010-01-01
3000000;30;00;00;0;WIELKOPOLSKIE;województwo;2010-01-01
3001000;30;01;00;0;chodzieski;powiat;2010-01-01
3001011;30;01;01;1;Chodzież;gmina miejska;2010-01-01
3001022;30;01;02;2;Budzyń;gmina wiejska;2010-01-01
3001032;30;01;03;2;Chodzież;gmina wiejska;2010-01-01
3001043;30;01;04;3;Margonin;gmina miejsko-wiejska;2010-01-01
3001044;30;01;04;4;Margonin;miasto;2010-01-01
3001045;30;01;04;5;Margonin;obszar wiejski;2010-01-01
3001053;30;01;05;3;Szamocin;gmina miejsko-wiejska;2010-01-01
3001054;30;01;05;4;Szamocin;miasto;2010-01-01
3001055;30;01;05;5;Szamocin;obszar wiejski;2010-01-01
3002000;30;02;00;0;czarnkowsko-trzcianecki;powiat;2010-01-01
3002011;30;02;01;1;Czarnków;gmina miejska;2010-01-01
3002022;30;02;02;2;Czarnków;gmina wiejska;2010-01-01
3002032;30;02;03;2;Drawsko;gmina wiejska;2010-01-01
3002043;30;02;04;3;Krzyż Wielkopolski;gmina miejsko-wiejska;2010-01-01
3002044;30;02;04;4;Krzyż Wielkopolski;miasto;2010-01-01
3002045;30;02;04;5;Krzyż Wielkopolski;obszar wiejski;2010-01-01
3002052;30;02;05;2;Lubasz;gmina wiejska;2010-01-01
3002062;30;02;06;2;Połajewo;gmina wiejska;2010-01-01
3002073;30;02;07;3;Trzcianka;gmina miejsko-wiejska;2010-01-01
3002074;30;02;07;4;Trzcianka;miasto;2010-01-01
3002075;30;02;07;5;Trzcianka;obszar wiejski;2010-01-01
3002083;30;02;08;3;Wieleń;gmina miejsko-wiejska;2010-01-01
3002084;30;02;08;4;Wieleń;miasto;2010-01-01
3002085;30;02;08;5;Wieleń;obszar wiejski;2010-01-01
3003000;30;03;00;0;gnieźnieński;powiat;2010-01-01
3003011;30;03;01;1;Gniezno;gmina miejska;2010-01-01
3003023;30;03;02;3;Czerniejewo;gmina miejsko-wiejska;2010-01-01
3003024;30;03;02;4;Czerniejewo;miasto;2010-01-01
3003025;30;03;02;5;Czerniejewo;obszar wiejski;2010-01-01
3003032;30;03;03;2;Gniezno;gmina wiejska;2010-01-01
3003042;30;03;04;2;Kiszkowo;gmina wiejska;2010-01-01
3003053;30;03;05;3;Kłecko;gmina miejsko-wiejska;2010-01-01
3003054;30;03;05;4;Kłecko;miasto;2010-01-01
3003055;30;03;05;5;Kłecko;obszar wiejski;2010-01-01
3003062;30;03;06;2;Łubowo;gmina wiejska;2010-01-01
3003072;30;03;07;2;Mieleszyn;gmina wiejska;2010-01-01
3003082;30;03;08;2;Niechanowo;gmina wiejska;2010-01-01
3003093;30;03;09;3;Trzemeszno;gmina miejsko-wiejska;2010-01-01
3003094;30;03;09;4;Trzemeszno;miasto;2010-01-01
3003095;30;03;09;5;Trzemeszno;obszar wiejski;2010-01-01
3003103;30;03;10;3;Witkowo;gmina miejsko-wiejska;2010-01-01
3003104;30;03;10;4;Witkowo;miasto;2010-01-01
3003105;30;03;10;5;Witkowo;obszar wiejski;2010-01-01
3004000;30;04;00;0;gostyński;powiat;2010-01-01
3004013;30;04;01;3;Borek Wielkopolski;gmina miejsko-wiejska;2010-01-01
3004014;30;04;01;4;Borek Wielkopolski;miasto;2010-01-01
3004015;30;04;01;5;Borek Wielkopolski;obszar wiejski;2010-01-01
3004023;30;04;02;3;Gostyń;gmina miejsko-wiejska;2010-01-01
3004024;30;04;02;4;Gostyń;miasto;2010-01-01
3004025;30;04;02;5;Gostyń;obszar wiejski;2010-01-01
3004033;30;04;03;3;Krobia;gmina miejsko-wiejska;2010-01-01
3004034;30;04;03;4;Krobia;miasto;2010-01-01
3004035;30;04;03;5;Krobia;obszar wiejski;2010-01-01
3004042;30;04;04;2;Pępowo;gmina wiejska;2010-01-01
3004052;30;04;05;2;Piaski;gmina wiejska;2010-01-01
3004063;30;04;06;3;Pogorzela;gmina miejsko-wiejska;2010-01-01
3004064;30;04;06;4;Pogorzela;miasto;2010-01-01
3004065;30;04;06;5;Pogorzela;obszar wiejski;2010-01-01
3004073;30;04;07;3;Poniec;gmina miejsko-wiejska;2010-01-01
3004074;30;04;07;4;Poniec;miasto;2010-01-01
3004075;30;04;07;5;Poniec;obszar wiejski;2010-01-01
3005000;30;05;00;0;grodziski;powiat;2010-01-01
3005012;30;05;01;2;Granowo;gmina wiejska;2010-01-01
3005023;30;05;02;3;Grodzisk Wielkopolski;gmina miejsko-wiejska;2010-01-01
3005024;30;05;02;4;Grodzisk Wielkopolski;miasto;2010-01-01
3005025;30;05;02;5;Grodzisk Wielkopolski;obszar wiejski;2010-01-01
3005032;30;05;03;2;Kamieniec;gmina wiejska;2010-01-01
3005043;30;05;04;3;Rakoniewice;gmina miejsko-wiejska;2010-01-01
3005044;30;05;04;4;Rakoniewice;miasto;2010-01-01
3005045;30;05;04;5;Rakoniewice;obszar wiejski;2010-01-01
3005053;30;05;05;3;Wielichowo;gmina miejsko-wiejska;2010-01-01
3005054;30;05;05;4;Wielichowo;miasto;2010-01-01
3005055;30;05;05;5;Wielichowo;obszar wiejski;2010-01-01
3006000;30;06;00;0;jarociński;powiat;2010-01-01
3006012;30;06;01;2;Jaraczewo;gmina wiejska;2010-01-01
3006023;30;06;02;3;Jarocin;gmina miejsko-wiejska;2010-01-01
3006024;30;06;02;4;Jarocin;miasto;2010-01-01
3006025;30;06;02;5;Jarocin;obszar wiejski;2010-01-01
3006032;30;06;03;2;Kotlin;gmina wiejska;2010-01-01
3006043;30;06;04;3;Żerków;gmina miejsko-wiejska;2010-01-01
3006044;30;06;04;4;Żerków;miasto;2010-01-01
3006045;30;06;04;5;Żerków;obszar wiejski;2010-01-01
3007000;30;07;00;0;kaliski;powiat;2010-01-01
3007012;30;07;01;2;Blizanów;gmina wiejska;2010-01-01
3007022;30;07;02;2;Brzeziny;gmina wiejska;2010-01-01
3007032;30;07;03;2;Ceków-Kolonia;gmina wiejska;2010-01-01
3007042;30;07;04;2;Godziesze Wielkie;gmina wiejska;2010-01-01
3007052;30;07;05;2;Koźminek;gmina wiejska;2010-01-01
3007062;30;07;06;2;Lisków;gmina wiejska;2010-01-01
3007072;30;07;07;2;Mycielin;gmina wiejska;2010-01-01
3007082;30;07;08;2;Opatówek;gmina wiejska;2010-01-01
3007093;30;07;09;3;Stawiszyn;gmina miejsko-wiejska;2010-01-01
3007094;30;07;09;4;Stawiszyn;miasto;2010-01-01
3007095;30;07;09;5;Stawiszyn;obszar wiejski;2010-01-01
3007102;30;07;10;2;Szczytniki;gmina wiejska;2010-01-01
3007112;30;07;11;2;Żelazków;gmina wiejska;2010-01-01
3008000;30;08;00;0;kępiński;powiat;2010-01-01
3008012;30;08;01;2;Baranów;gmina wiejska;2010-01-01
3008022;30;08;02;2;Bralin;gmina wiejska;2010-01-01
3008033;30;08;03;3;Kępno;gmina miejsko-wiejska;2010-01-01
3008034;30;08;03;4;Kępno;miasto;2010-01-01
3008035;30;08;03;5;Kępno;obszar wiejski;2010-01-01
3008042;30;08;04;2;Łęka Opatowska;gmina wiejska;2010-01-01
3008052;30;08;05;2;Perzów;gmina wiejska;2010-01-01
3008062;30;08;06;2;Rychtal;gmina wiejska;2010-01-01
3008072;30;08;07;2;Trzcinica;gmina wiejska;2010-01-01
3009000;30;09;00;0;kolski;powiat;2010-01-01
3009011;30;09;01;1;Koło;gmina miejska;2010-01-01
3009022;30;09;02;2;Babiak;gmina wiejska;2010-01-01
3009032;30;09;03;2;Chodów;gmina wiejska;2010-01-01
3009043;30;09;04;3;Dąbie;gmina miejsko-wiejska;2010-01-01
3009044;30;09;04;4;Dąbie;miasto;2010-01-01
3009045;30;09;04;5;Dąbie;obszar wiejski;2010-01-01
3009052;30;09;05;2;Grzegorzew;gmina wiejska;2010-01-01
3009063;30;09;06;3;Kłodawa;gmina miejsko-wiejska;2010-01-01
3009064;30;09;06;4;Kłodawa;miasto;2010-01-01
3009065;30;09;06;5;Kłodawa;obszar wiejski;2010-01-01
3009072;30;09;07;2;Koło;gmina wiejska;2010-01-01
3009082;30;09;08;2;Kościelec;gmina wiejska;2010-01-01
3009092;30;09;09;2;Olszówka;gmina wiejska;2010-01-01
3009102;30;09;10;2;Osiek Mały;gmina wiejska;2010-01-01
3009113;30;09;11;3;Przedecz;gmina miejsko-wiejska;2010-01-01
3009114;30;09;11;4;Przedecz;miasto;2010-01-01
3009115;30;09;11;5;Przedecz;obszar wiejski;2010-01-01
3010000;30;10;00;0;koniński;powiat;2010-01-01
3010013;30;10;01;3;Golina;gmina miejsko-wiejska;2010-01-01
3010014;30;10;01;4;Golina;miasto;2010-01-01
3010015;30;10;01;5;Golina;obszar wiejski;2010-01-01
3010022;30;10;02;2;Grodziec;gmina wiejska;2010-01-01
3010032;30;10;03;2;Kazimierz Biskupi;gmina wiejska;2010-01-01
3010043;30;10;04;3;Kleczew;gmina miejsko-wiejska;2010-01-01
3010044;30;10;04;4;Kleczew;miasto;2010-01-01
3010045;30;10;04;5;Kleczew;obszar wiejski;2010-01-01
3010052;30;10;05;2;Kramsk;gmina wiejska;2010-01-01
3010062;30;10;06;2;Krzymów;gmina wiejska;2010-01-01
3010073;30;10;07;3;Rychwał;gmina miejsko-wiejska;2010-01-01
3010074;30;10;07;4;Rychwał;miasto;2010-01-01
3010075;30;10;07;5;Rychwał;obszar wiejski;2010-01-01
3010082;30;10;08;2;Rzgów;gmina wiejska;2010-01-01
3010092;30;10;09;2;Skulsk;gmina wiejska;2010-01-01
3010103;30;10;10;3;Sompolno;gmina miejsko-wiejska;2010-01-01
3010104;30;10;10;4;Sompolno;miasto;2010-01-01
3010105;30;10;10;5;Sompolno;obszar wiejski;2010-01-01
3010112;30;10;11;2;Stare Miasto;gmina wiejska;2010-01-01
3010123;30;10;12;3;Ślesin;gmina miejsko-wiejska;2010-01-01
3010124;30;10;12;4;Ślesin;miasto;2010-01-01
3010125;30;10;12;5;Ślesin;obszar wiejski;2010-01-01
3010132;30;10;13;2;Wierzbinek;gmina wiejska;2010-01-01
3010142;30;10;14;2;Wilczyn;gmina wiejska;2010-01-01
3011000;30;11;00;0;kościański;powiat;2010-01-01
3011011;30;11;01;1;Kościan;gmina miejska;2010-01-01
3011023;30;11;02;3;Czempiń;gmina miejsko-wiejska;2010-01-01
3011024;30;11;02;4;Czempiń;miasto;2010-01-01
3011025;30;11;02;5;Czempiń;obszar wiejski;2010-01-01
3011032;30;11;03;2;Kościan;gmina wiejska;2010-01-01
3011043;30;11;04;3;Krzywiń;gmina miejsko-wiejska;2010-01-01
3011044;30;11;04;4;Krzywiń;miasto;2010-01-01
3011045;30;11;04;5;Krzywiń;obszar wiejski;2010-01-01
3011053;30;11;05;3;Śmigiel;gmina miejsko-wiejska;2010-01-01
3011054;30;11;05;4;Śmigiel;miasto;2010-01-01
3011055;30;11;05;5;Śmigiel;obszar wiejski;2010-01-01
3012000;30;12;00;0;krotoszyński;powiat;2010-01-01
3012011;30;12;01;1;Sulmierzyce;gmina miejska;2010-01-01
3012023;30;12;02;3;Kobylin;gmina miejsko-wiejska;2010-01-01
3012024;30;12;02;4;Kobylin;miasto;2010-01-01
3012025;30;12;02;5;Kobylin;obszar wiejski;2010-01-01
3012033;30;12;03;3;Koźmin Wielkopolski;gmina miejsko-wiejska;2010-01-01
3012034;30;12;03;4;Koźmin Wielkopolski;miasto;2010-01-01
3012035;30;12;03;5;Koźmin Wielkopolski;obszar wiejski;2010-01-01
3012043;30;12;04;3;Krotoszyn;gmina miejsko-wiejska;2010-01-01
3012044;30;12;04;4;Krotoszyn;miasto;2010-01-01
3012045;30;12;04;5;Krotoszyn;obszar wiejski;2010-01-01
3012052;30;12;05;2;Rozdrażew;gmina wiejska;2010-01-01
3012063;30;12;06;3;Zduny;gmina miejsko-wiejska;2010-01-01
3012064;30;12;06;4;Zduny;miasto;2010-01-01
3012065;30;12;06;5;Zduny;obszar wiejski;2010-01-01
3013000;30;13;00;0;leszczyński;powiat;2010-01-01
3013012;30;13;01;2;Krzemieniewo;gmina wiejska;2010-01-01
3013022;30;13;02;2;Lipno;gmina wiejska;2010-01-01
3013033;30;13;03;3;Osieczna;gmina miejsko-wiejska;2010-01-01
3013034;30;13;03;4;Osieczna;miasto;2010-01-01
3013035;30;13;03;5;Osieczna;obszar wiejski;2010-01-01
3013043;30;13;04;3;Rydzyna;gmina miejsko-wiejska;2010-01-01
3013044;30;13;04;4;Rydzyna;miasto;2010-01-01
3013045;30;13;04;5;Rydzyna;obszar wiejski;2010-01-01
3013052;30;13;05;2;Święciechowa;gmina wiejska;2010-01-01
3013062;30;13;06;2;Wijewo;gmina wiejska;2010-01-01
3013072;30;13;07;2;Włoszakowice;gmina wiejska;2010-01-01
3014000;30;14;00;0;międzychodzki;powiat;2010-01-01
3014012;30;14;01;2;Chrzypsko Wielkie;gmina wiejska;2010-01-01
3014022;30;14;02;2;Kwilcz;gmina wiejska;2010-01-01
3014033;30;14;03;3;Międzychód;gmina miejsko-wiejska;2010-01-01
3014034;30;14;03;4;Międzychód;miasto;2010-01-01
3014035;30;14;03;5;Międzychód;obszar wiejski;2010-01-01
3014043;30;14;04;3;Sieraków;gmina miejsko-wiejska;2010-01-01
3014044;30;14;04;4;Sieraków;miasto;2010-01-01
3014045;30;14;04;5;Sieraków;obszar wiejski;2010-01-01
3015000;30;15;00;0;nowotomyski;powiat;2010-01-01
3015012;30;15;01;2;Kuślin;gmina wiejska;2010-01-01
3015023;30;15;02;3;Lwówek;gmina miejsko-wiejska;2010-01-01
3015024;30;15;02;4;Lwówek;miasto;2010-01-01
3015025;30;15;02;5;Lwówek;obszar wiejski;2010-01-01
3015032;30;15;03;2;Miedzichowo;gmina wiejska;2010-01-01
3015043;30;15;04;3;Nowy Tomyśl;gmina miejsko-wiejska;2010-01-01
3015044;30;15;04;4;Nowy Tomyśl;miasto;2010-01-01
3015045;30;15;04;5;Nowy Tomyśl;obszar wiejski;2010-01-01
3015053;30;15;05;3;Opalenica;gmina miejsko-wiejska;2010-01-01
3015054;30;15;05;4;Opalenica;miasto;2010-01-01
3015055;30;15;05;5;Opalenica;obszar wiejski;2010-01-01
3015063;30;15;06;3;Zbąszyń;gmina miejsko-wiejska;2010-01-01
3015064;30;15;06;4;Zbąszyń;miasto;2010-01-01
3015065;30;15;06;5;Zbąszyń;obszar wiejski;2010-01-01
3016000;30;16;00;0;obornicki;powiat;2010-01-01
3016013;30;16;01;3;Oborniki;gmina miejsko-wiejska;2010-01-01
3016014;30;16;01;4;Oborniki;miasto;2010-01-01
3016015;30;16;01;5;Oborniki;obszar wiejski;2010-01-01
3016023;30;16;02;3;Rogoźno;gmina miejsko-wiejska;2010-01-01
3016024;30;16;02;4;Rogoźno;miasto;2010-01-01
3016025;30;16;02;5;Rogoźno;obszar wiejski;2010-01-01
3016032;30;16;03;2;Ryczywół;gmina wiejska;2010-01-01
3017000;30;17;00;0;ostrowski;powiat;2010-01-01
3017011;30;17;01;1;Ostrów Wielkopolski;gmina miejska;2010-01-01
3017023;30;17;02;3;Nowe Skalmierzyce;gmina miejsko-wiejska;2010-01-01
3017024;30;17;02;4;Nowe Skalmierzyce;miasto;2010-01-01
3017025;30;17;02;5;Nowe Skalmierzyce;obszar wiejski;2010-01-01
3017033;30;17;03;3;Odolanów;gmina miejsko-wiejska;2010-01-01
3017034;30;17;03;4;Odolanów;miasto;2010-01-01
3017035;30;17;03;5;Odolanów;obszar wiejski;2010-01-01
3017042;30;17;04;2;Ostrów Wielkopolski;gmina wiejska;2010-01-01
3017052;30;17;05;2;Przygodzice;gmina wiejska;2010-01-01
3017063;30;17;06;3;Raszków;gmina miejsko-wiejska;2010-01-01
3017064;30;17;06;4;Raszków;miasto;2010-01-01
3017065;30;17;06;5;Raszków;obszar wiejski;2010-01-01
3017072;30;17;07;2;Sieroszewice;gmina wiejska;2010-01-01
3017082;30;17;08;2;Sośnie;gmina wiejska;2010-01-01
3018000;30;18;00;0;ostrzeszowski;powiat;2010-01-01
3018012;30;18;01;2;Czajków;gmina wiejska;2010-01-01
3018022;30;18;02;2;Doruchów;gmina wiejska;2010-01-01
3018033;30;18;03;3;Grabów nad Prosną;gmina miejsko-wiejska;2010-01-01
3018034;30;18;03;4;Grabów nad Prosną;miasto;2010-01-01
